코드,회사명,외인지분율_25년말,외인지분율_전월,외인지분율_최근,변화폭_25년말比,변화폭_전월比,PBR_최근,시가총액_억,종가_최근,순매수억_외국인_26누계,순매수억_기관_26누계,순매수억_개인_26누계,순매수억_사모_26누계,강도_외국인_26누계,수급동행,플래그_주식수변동의심,플래그_기관동반,플래그_개인순매도,변화폭순위
214420,토니모리,3.48,2.72,2.01,-1.47,-0.71,1.16,1383.0,5750.0,-25.3,-34.8,53.6,0.0,,,True,False,False,828
069260,TKG휴켐스,9.45,8.13,7.98,-1.47,-0.15,0.66,6344.0,15520.0,-46.7,97.4,-52.9,-10.4,,,True,True,True,828
316140,우리금융지주,47.44,45.88,45.97,-1.47,0.09,0.64,227164.0,31200.0,-5546.1,2074.8,608.8,-617.9,,,False,True,False,828
004980,성신양회,4.33,3.26,2.85,-1.48,-0.41,0.37,2126.0,8670.0,-48.0,-9.3,124.8,0.9,,,True,False,False,831
073240,금호타이어,8.34,8.11,6.83,-1.51,-1.28,1.01,20568.0,7160.0,-21.4,-735.0,782.1,-23.5,,,True,False,False,832
001820,삼화콘덴서,9.35,9.47,7.83,-1.52,-1.64,3.43,9522.0,91600.0,8.5,222.4,-175.6,13.2,,,True,True,True,833
100090,SK오션플랜트,6.02,4.13,4.5,-1.52,0.37,1.03,8366.0,13390.0,-318.8,-93.7,517.8,41.9,,,False,False,False,833
183190,아세아시멘트,5.79,3.91,4.27,-1.52,0.36,0.3,3274.0,9100.0,-76.1,-94.8,194.3,-69.6,,,False,False,False,833
00104K,CJ4우(전환),5.22,3.69,3.7,-1.52,0.01,0.0,5900.0,139600.0,-108.2,348.7,-238.4,22.2,,,False,True,True,833
457190,이수스페셜티케미컬,7.55,6.29,5.99,-1.56,-0.3,13.87,18434.0,61000.0,-135.0,117.0,54.0,-239.3,,,False,True,False,837
009810,플레이그램,2.18,0.63,0.61,-1.57,-0.02,0.43,304.0,2000.0,-5.2,0.5,-2.1,,,,True,True,True,838
058850,KTcs,7.96,6.03,6.38,-1.58,0.35,0.4,917.0,2215.0,-22.8,-3.0,27.0,0.1,,,True,False,False,839
214330,금호에이치티,1.58,0.84,0.0,-1.58,-0.84,0.25,726.0,6940.0,-5.8,-0.2,-11.6,0.0,,,True,False,True,839
010140,삼성중공업,30.58,28.94,29.0,-1.58,0.06,4.54,194040.0,22050.0,-3956.3,-3417.9,7382.6,-718.8,,,False,False,False,839
004150,한솔홀딩스,6.82,5.41,5.23,-1.59,-0.18,0.22,1218.0,2970.0,-37.0,25.5,7.2,-2.9,,,True,True,False,842
071050,한국금융지주,36.8,35.38,35.2,-1.6,-0.18,1.15,132071.0,237000.0,-2602.1,2403.2,194.8,916.3,,,False,True,False,843
009420,한올바이오파마,4.43,3.46,2.81,-1.62,-0.65,17.34,28837.0,55200.0,-577.8,2133.1,-1536.6,203.0,,,False,True,True,844
002210,동성제약,2.25,0.63,0.63,-1.62,0.0,1.02,940.0,973.0,,,,,,,False,False,False,844
088350,한화생명,9.59,7.76,7.95,-1.64,0.19,0.24,37824.0,4355.0,-480.7,187.6,323.9,-14.4,,,False,True,False,846
036530,SNT홀딩스,14.2,12.56,12.55,-1.65,-0.01,0.53,8038.0,49300.0,-123.6,-2.0,107.6,0.2,,,False,False,False,847
000850,화천기공,10.8,8.99,9.11,-1.69,0.12,0.23,771.0,35050.0,-19.4,-6.5,20.4,-2.5,,,True,False,False,848
111110,호전실업,3.61,1.65,1.87,-1.74,0.22,0.31,602.0,6640.0,-13.4,6.4,7.1,-0.2,,,True,True,False,849
248070,솔루엠,21.95,20.77,20.19,-1.76,-0.58,1.47,7034.0,14710.0,-100.9,377.2,-265.5,214.2,,,False,True,True,850
003680,한성기업,3.69,1.76,1.93,-1.76,0.17,0.78,577.0,9300.0,-7.2,0.3,10.1,0.0,,,True,True,False,850
010640,진양폴리,4.18,2.09,2.4,-1.78,0.31,0.68,306.0,1832.0,-8.0,-3.1,10.6,0.0,,,True,False,False,852
011330,유니켐,1.78,0.0,0.0,-1.78,0.0,0.25,324.0,3595.0,0.8,-6.8,-41.5,-2.4,,,True,False,True,852
001530,DI동일,6.57,5.12,4.78,-1.79,-0.34,0.95,4910.0,23700.0,-152.9,87.9,-113.1,92.6,,,False,True,True,854
006345,대원전선우,2.55,1.8,0.73,-1.82,-1.07,0.0,290.0,11060.0,-18.3,0.1,19.3,,,,True,True,False,855
122900,아이마켓코리아,5.4,3.28,3.57,-1.83,0.29,0.62,2440.0,7300.0,-44.4,-30.2,84.5,-4.6,,,True,False,False,856
075580,세진중공업,5.81,4.08,3.98,-1.83,-0.1,2.82,6452.0,11350.0,-147.5,143.8,3.9,-13.1,,,False,True,False,856
001045,CJ우,15.44,13.87,13.58,-1.86,-0.29,0.0,1496.0,66200.0,-39.8,10.0,27.7,6.8,,,True,True,False,858
084690,대상홀딩스,5.54,3.42,3.65,-1.89,0.23,0.44,2647.0,7310.0,-40.9,-14.3,46.4,-0.8,,,True,False,False,859
035720,카카오,30.42,28.3,28.52,-1.9,0.22,1.36,153936.0,34750.0,-2985.2,-4440.2,7454.7,-353.3,,,False,False,False,860
200880,서연이화,8.89,6.64,6.95,-1.94,0.31,0.25,2906.0,10750.0,-84.5,-7.6,91.5,-5.9,,,False,False,False,861
381970,케이카,9.25,7.3,7.28,-1.97,-0.02,1.69,3779.0,7740.0,-130.8,-305.1,429.3,-94.0,,,False,False,False,862
051600,한전KPS,10.83,8.9,8.83,-2.0,-0.07,1.47,19822.0,44050.0,-389.5,36.0,354.8,-3.6,,,False,True,False,863
071970,HD현대마린엔진,16.94,16.03,14.91,-2.03,-1.12,4.14,20217.0,59600.0,-226.5,-167.9,517.2,-132.5,,,False,False,False,864
058730,다스코,3.6,2.28,1.52,-2.08,-0.76,0.59,951.0,4765.0,-24.7,-26.1,51.6,-25.9,,,True,False,False,865
204320,HL만도,18.62,16.84,16.5,-2.12,-0.34,0.82,22352.0,47600.0,14.8,-647.3,571.4,-168.6,,,True,False,False,866
267260,HD현대일렉트릭,36.53,34.8,34.4,-2.13,-0.4,13.98,284051.0,788000.0,-8751.7,7787.7,784.6,-216.3,,,False,True,False,867
306200,세아제강,5.28,3.17,3.13,-2.15,-0.04,0.3,3429.0,120900.0,-84.0,26.6,67.3,54.9,,,False,True,False,868
019180,티에이치엔,10.71,8.45,8.52,-2.19,0.07,0.46,1039.0,5770.0,-23.1,27.4,-12.7,2.1,,,True,True,True,869
005250,녹십자홀딩스,10.69,8.52,8.48,-2.21,-0.04,0.49,4604.0,9790.0,-187.7,-185.2,367.5,-2.5,,,False,False,False,870
015760,한국전력,22.88,20.88,20.66,-2.22,-0.22,0.46,219873.0,34250.0,-5799.2,-6327.4,12232.1,-223.5,,,False,False,False,871
005180,빙그레,18.64,16.1,16.38,-2.26,0.28,0.78,6118.0,66000.0,-154.0,-15.9,177.5,-33.2,,,False,False,False,872
003230,삼양식품,17.94,15.58,15.61,-2.33,0.03,6.66,83616.0,1110000.0,-3341.3,5268.8,-2061.7,3614.5,,,False,True,True,873
002630,오리엔트바이오,2.43,0.54,0.08,-2.35,-0.46,0.7,504.0,850.0,-16.8,1.2,4.5,0.0,,,True,True,False,874
002355,넥센타이어1우B,5.09,2.71,2.7,-2.39,-0.01,0.0,262.0,4025.0,0.0,-0.1,-43.0,,,,True,False,True,875
097520,엠씨넥스,16.4,14.07,14.0,-2.4,-0.07,0.76,3141.0,18050.0,-96.2,-31.3,73.1,-9.0,,,False,False,False,876
108675,LX하우시스우,9.72,7.28,7.3,-2.42,0.02,0.0,166.0,16060.0,-6.0,0.1,4.8,,,,True,True,False,877
071320,지역난방공사,5.23,2.75,2.76,-2.47,0.01,0.34,7723.0,66700.0,-230.7,-279.9,496.7,-77.0,,,False,False,False,878
000490,대동,6.67,3.48,4.19,-2.48,0.71,0.38,1929.0,6690.0,-102.2,-37.5,138.3,-0.2,,,False,False,False,879
071090,하이스틸,4.71,2.04,2.22,-2.49,0.18,0.41,586.0,2900.0,-34.3,-0.5,33.3,0.0,,,True,False,False,880
009900,명신산업,8.73,6.24,6.15,-2.58,-0.09,0.49,3710.0,7070.0,-154.6,35.6,121.8,40.8,,,False,True,False,881
006060,화승인더,8.13,5.13,5.55,-2.58,0.42,0.35,1339.0,2420.0,-49.0,19.3,9.4,43.8,,,True,True,False,881
003780,진양산업,6.25,3.35,3.65,-2.6,0.3,0.93,626.0,4815.0,-12.6,-4.4,13.0,0.0,,,True,False,False,883
344820,KCC글라스,7.13,4.26,4.45,-2.68,0.19,0.26,3625.0,22700.0,-103.1,-149.7,239.9,7.3,,,False,False,False,884
003925,남양유업우,11.49,8.73,8.76,-2.73,0.03,0.0,640.0,32000.0,-31.4,43.6,-19.9,4.6,,,True,True,True,885
103590,일진전기,13.2,11.68,10.44,-2.76,-1.24,4.94,29088.0,61000.0,-743.7,-212.3,999.2,-762.4,,,False,False,False,886
003650,미창석유,34.3,31.73,31.5,-2.8,-0.23,0.44,2422.0,139200.0,-67.0,35.3,20.0,35.5,,,False,True,False,887
004060,SG세계물산,2.85,0.0,0.0,-2.85,0.0,0.18,491.0,2425.0,-3.5,-6.8,13.1,0.1,,,True,False,False,888
133820,화인베스틸,4.54,1.56,1.69,-2.85,0.13,0.76,381.0,1026.0,-17.2,-0.2,13.9,0.0,,,True,False,False,888
002070,비비안,2.85,0.0,0.0,-2.85,0.0,0.11,151.0,6290.0,-0.9,0.0,0.8,0.0,,,True,False,False,888
010770,평화홀딩스,19.47,16.61,16.61,-2.86,0.0,0.44,570.0,3900.0,-18.2,7.2,-2.7,5.9,,,True,True,True,891
039490,키움증권,30.17,27.8,27.25,-2.92,-0.55,1.27,84849.0,323500.0,-3012.3,2094.4,709.1,-298.6,,,False,True,False,892
475150,SK이터닉스,4.86,2.46,1.93,-2.93,-0.53,5.94,16369.0,48050.0,-588.3,658.5,-147.6,168.6,,,False,True,True,893
005810,풍산홀딩스,14.79,11.52,11.61,-3.18,0.09,0.39,4801.0,33300.0,-314.4,-187.5,455.9,-147.3,,,False,False,False,894
066570,LG전자,31.86,28.48,28.64,-3.22,0.16,1.4,302314.0,185600.0,-21269.0,1119.4,17950.3,-750.0,,,False,True,False,895
005387,현대차2우B,59.03,55.84,55.78,-3.25,-0.06,0.0,69928.0,200000.0,-2929.0,-3824.1,6501.5,-486.2,,,False,False,False,896
011070,LG이노텍,29.42,23.16,26.0,-3.42,2.84,2.71,156440.0,661000.0,-10399.1,-358.3,10649.7,-645.4,,,False,False,False,897
039130,하나투어,14.94,11.2,11.51,-3.43,0.31,3.2,4864.0,31400.0,-249.6,-271.3,358.9,-21.1,,,False,False,False,898
021240,코웨이,58.0,54.6,54.5,-3.5,-0.1,1.8,64894.0,91700.0,-2798.7,2029.2,294.6,1933.9,,,False,True,False,899
035420,NAVER,38.66,34.9,35.0,-3.66,0.1,1.02,295055.0,188000.0,-9815.0,-773.1,10203.5,414.4,,,False,False,False,900
035250,강원랜드,12.94,9.07,9.26,-3.68,0.19,0.74,31406.0,14680.0,-1652.2,595.8,747.0,-21.8,,,False,True,False,901
034230,파라다이스,9.66,6.4,5.78,-3.88,-0.62,0.64,11625.0,12550.0,-753.1,624.9,98.6,-38.9,,,False,True,False,902
000660,SK하이닉스,53.8,50.44,49.88,-3.92,-0.56,10.74,13149359.0,1845000.0,-651688.4,114223.2,518474.2,-8213.5,,,False,True,False,903
010120,LS ELECTRIC,21.9,18.31,17.98,-3.92,-0.33,13.25,276750.0,184500.0,-15399.6,-2154.1,17326.9,-688.6,,,False,False,False,903
008970,KBI동양철관,5.97,1.47,2.03,-3.94,0.56,0.8,1128.0,1087.0,-107.4,-4.6,111.5,-1.4,,,False,False,False,905
064960,SNT모티브,18.84,14.63,14.66,-4.18,0.03,0.61,6927.0,26100.0,-310.2,-87.6,379.2,-11.9,,,False,False,False,906
007610,선도전기,5.77,4.52,1.52,-4.25,-3.0,2.31,875.0,4860.0,-123.3,-5.6,146.1,-0.2,,,False,False,False,907
015360,INVENI,9.37,5.02,5.1,-4.27,0.08,0.48,3842.0,14100.0,-169.2,-85.1,240.7,-48.6,,,False,False,False,908
100840,SNT에너지,7.98,3.32,3.69,-4.29,0.37,1.44,5511.0,26650.0,-435.9,-408.3,786.9,-48.1,,,False,False,False,909
001790,대한제당,4.32,0.0,0.0,-4.32,0.0,0.55,2449.0,2840.0,-5.7,5.2,-2.3,-0.2,,,True,True,True,910
079550,LIG디펜스앤에어로스페이스,29.75,25.3,25.3,-4.45,0.0,11.07,159500.0,725000.0,-5572.6,6628.6,-1294.6,-8.0,,,False,True,True,911
004710,한솔테크닉스,10.18,3.94,5.7,-4.48,1.76,0.93,3429.0,8440.0,-166.5,568.3,-425.1,177.7,,,False,True,True,912
006360,GS건설,24.22,18.39,19.69,-4.53,1.3,0.52,25204.0,29450.0,-1565.1,-113.7,1685.5,-81.0,,,False,False,False,913
010690,화신,6.77,1.87,2.22,-4.55,0.35,0.51,2919.0,8360.0,-91.4,-24.3,116.5,7.5,,,False,False,False,914
086280,현대글로비스,50.6,45.38,45.9,-4.7,0.52,1.36,140850.0,187800.0,-8991.3,-1689.1,10400.1,-165.6,,,False,False,False,915
114090,GKL,16.1,12.58,11.3,-4.8,-1.28,1.44,6371.0,10300.0,-276.0,-152.3,398.2,-18.8,,,False,False,False,916
035000,HS애드,35.34,32.03,30.44,-4.9,-1.59,0.46,984.0,6070.0,-66.9,-11.6,72.2,-0.9,,,False,False,False,917
450080,에코프로머티,19.56,14.28,14.46,-5.1,0.18,2.46,26307.0,37150.0,-2370.5,336.7,1948.9,-9.2,,,False,True,False,918
001510,SK증권,8.84,3.21,3.69,-5.15,0.48,0.79,5262.0,2275.0,-632.3,87.5,578.9,7.9,,,False,True,False,919
003620,KG모빌리티,23.64,18.31,18.31,-5.33,0.0,0.38,5646.0,2790.0,-405.6,-59.2,474.3,0.3,,,False,False,False,920
030000,제일기획,23.55,18.38,18.2,-5.35,-0.18,1.21,21582.0,18760.0,-1321.2,736.8,590.1,-58.2,,,False,True,False,921
103140,풍산,18.64,13.13,13.28,-5.36,0.15,0.75,17599.0,62800.0,-1800.0,-590.6,2580.5,-9.7,,,False,False,False,922
105840,우진,15.67,9.72,10.3,-5.37,0.58,1.43,2848.0,14100.0,-146.4,-55.4,219.7,-50.7,,,False,False,False,923
003555,LG우,42.62,37.0,37.1,-5.52,0.1,0.0,1957.0,65000.0,-133.8,-4.6,45.7,-1.7,,,False,False,False,924
005930,삼성전자,52.34,47.0,46.6,-5.74,-0.4,3.98,14878779.0,254500.0,-786077.4,116699.6,516369.0,-631.1,,,False,True,False,925
005389,현대차3우B,15.3,9.59,9.52,-5.78,-0.07,0.0,4508.0,193700.0,-390.7,76.1,301.3,2.5,,,False,True,False,926
375500,DL이앤씨,29.31,22.58,23.52,-5.79,0.94,0.48,23332.0,60300.0,-1055.0,1361.9,-224.8,-105.6,,,False,True,True,927
000990,DB하이텍,33.75,22.52,27.94,-5.81,5.42,2.2,48160.0,110700.0,-2996.3,3744.5,-914.7,-1825.5,,,False,True,True,928
010660,화천기계,9.75,3.11,3.86,-5.89,0.75,0.41,583.0,2650.0,-70.7,-0.9,71.3,2.3,,,False,False,False,929
004020,현대제철,23.27,17.5,17.3,-5.97,-0.2,0.18,35763.0,26800.0,-2934.1,533.6,2307.9,250.2,,,False,True,False,930
402340,SK스퀘어,51.53,46.2,45.53,-6.0,-0.67,5.54,1532037.0,1161000.0,-84018.6,58100.4,25696.6,-132.6,,,False,True,False,931
02826K,삼성물산우B,30.28,23.95,23.73,-6.55,-0.22,0.0,3001.0,204500.0,-239.7,216.3,17.6,10.4,,,False,True,False,932
007460,에이프로젠,7.17,0.0,0.0,-7.17,0.0,0.29,523.0,2215.0,-14.3,-6.6,17.9,-0.1,,,True,False,False,933
047810,한국항공우주,32.12,25.84,24.94,-7.18,-0.9,7.64,139877.0,143500.0,-10141.3,5656.5,4034.6,-122.4,,,False,True,False,934
011000,진원생명과학,8.84,1.53,1.53,-7.31,0.0,1.11,485.0,534.0,-129.9,-3.7,133.5,0.0,,,False,False,False,935
011930,신성이엔지,7.35,0.0,0.0,-7.35,0.0,1.41,3288.0,16190.0,114.4,-3.2,-125.7,-3.7,,,True,False,True,936
016880,웅진,14.22,6.59,6.29,-7.93,-0.3,0.85,1547.0,1935.0,-157.0,122.6,-16.5,104.1,,,False,True,True,937
012330,현대모비스,45.34,36.94,37.03,-8.31,0.09,0.88,442321.0,487500.0,-39199.6,10463.1,23154.1,-541.6,,,False,True,False,938
015590,DKME,9.4,0.0,0.0,-9.4,0.0,0.74,1039.0,1945.0,-21.8,-2.1,-43.7,0.0,,,True,False,True,939
028050,삼성E&A,48.12,38.03,38.2,-9.92,0.17,1.7,80556.0,41100.0,-8598.2,2595.6,5981.2,233.2,,,False,True,False,940
005380,현대차,35.94,24.9,25.02,-10.92,0.12,1.01,909124.0,444000.0,-109259.3,-7284.5,111041.8,-3279.6,,,False,False,False,941
012510,더존비즈온,13.34,1.95,1.95,-11.39,0.0,5.68,34949.0,120000.0,-1429.3,4466.8,-2476.1,271.1,,,False,True,True,942
007660,이수페타시스,30.73,22.62,19.02,-11.71,-3.6,9.68,73116.0,99600.0,-9712.6,8565.3,895.3,153.7,,,False,True,False,943
025000,KPX케미칼,100.0,29.44,29.39,-70.61,-0.05,0.32,2202.0,50300.0,1.8,-11.1,-3.3,2.8,,,True,False,True,944
000075,삼양홀딩스우,,,,,,,,,,,,,,,False,False,False,
000885,한화우,,,,,,,,,,,,,,,False,False,False,
001140,국보,0.37,,,,,,,,0.0,0.0,1.3,,,,False,False,False,
001725,신영증권우,,,,,,,,,,,,,,,False,False,False,
001880,DL건설,,,,,,,,,,,,,,,False,False,False,
003410,쌍용C&E,,,,,,,,,,,,,,,False,False,False,
003560,IHQ,1.18,,,,,,,,-0.9,-1.1,-1.4,0.0,,,False,False,True,
005390,신성통상,,,,,,,,,,,,,,,False,False,False,
006390,한일현대시멘트,,,,,,,,,,,,,,,False,False,False,
008110,대동전자,39.28,,,,,,,,-1.5,-2.2,-0.5,-2.1,,,False,False,True,
008500,일정실업,2.07,,,,,,,,3.6,0.0,-5.1,0.0,,,False,False,True,
010420,한솔PNS,,,,,,,,,,,,,,,False,False,False,
010600,웰바이오텍,0.68,,,,,,,,-0.4,-0.1,0.4,0.0,,,False,False,False,
010620,HD현대미포,,,,,,,,,,,,,,,False,False,False,
012600,청호ICT,,,,,,,,,,,,,,,False,False,False,
019440,세아특수강,0.51,,,,,,,,3.3,2.2,-8.9,1.8,,,False,True,True,
030790,비케이탑스,,,,,,,,,,,,,,,False,False,False,
033180,KH 필룩스,14.29,,,,,,,,-2.1,-0.1,-8.7,0.0,,,False,False,True,
034300,신세계건설,,,,,,,,,,,,,,,False,False,False,
042670,HD현대인프라코어,18.16,,,,,,,,,,,,,,False,False,False,
049770,동원F&B,,,,,,,,,,,,,,,False,False,False,
068400,SK렌터카,,,,,,,,,,,,,,,False,False,False,
091090,세원이앤씨,,,,,,,,,,,,,,,False,False,False,
093230,이아이디,,,,,,,,,,,,,,,False,False,False,
102280,쌍방울,,,,,,,,,,,,,,,False,False,False,
115390,락앤락,,,,,,,,,,,,,,,False,False,False,
138490,코오롱ENP,1.77,,,,,,,,11.1,466.5,-465.1,-15.5,,,False,True,True,
140910,에이리츠,0.27,,,,,,,,0.0,0.4,-1.2,,,,False,True,True,
152550,한국ANKOR유전,0.61,,,,,,,,-9.9,0.3,7.0,0.0,,,False,True,False,
168490,한국패러랠,,,,,,,,,,,,,,,False,False,False,
204210,JK리버스톤리츠,1.03,,,,,,,,-0.4,-2.0,-1.6,,,,False,False,True,
279570,케이뱅크,,0.33,0.27,,-0.06,0.98,22922.0,5650.0,-213.2,-862.8,3221.2,-780.8,,,False,False,False,
282690,동아타이어,,,,,,,,,,,,,,,False,False,False,
450140,코오롱모빌리티그룹,0.83,,,,,,,,,,,,,,False,False,False,
45014K,코오롱모빌리티그룹우,0.1,,,,,,,,,,,,,,False,False,False,
