# 사전 예상: H1 약한 지지 / H2 반반 / H3 지지 (결과가 달라도 그대로 보고 — 튜닝 금지)
# H1 레짐 발생: KOSPI 26회, KOSDAQ 26회
시장,전략,보유,진입월,종목수,만기누락,수익률,시장프록시,랜덤평균,초과_시장,초과_랜덤,수익률_비용후,초과_랜덤_비용후
KOSDAQ,H1,6,2022-09,20,0,0.16409000669970872,0.24622444260797968,0.22466747225678962,-0.08213443590827096,-0.060577465557080906,0.16109000669970872,-0.06357746555708091
KOSDAQ,H2i,6,2022-09,20,0,0.32711878391015664,0.24622444260797968,0.22466747225678962,0.08089434130217696,0.10245131165336702,0.32411878391015664,0.09945131165336701
KOSDAQ,H2ii,6,2022-09,2,0,0.19305310848225526,0.24622444260797968,0.19355992049505322,-0.05317133412572442,-0.0005068120127979525,0.19005310848225526,-0.003506812012797955
KOSDAQ,H3,6,2022-09,20,4,-0.09405755562542781,0.24622444260797968,0.22466747225678962,-0.3402819982334075,-0.31872502788221746,-0.09705755562542781,-0.32172502788221746
KOSDAQ,H2i,1,2022-10,20,0,0.12864676500741914,0.04865915390173308,0.0767817335133626,0.07998761110568606,0.05186503149405655,0.12564676500741914,0.04886503149405655
KOSDAQ,H2ii,1,2022-10,6,0,-0.02572794421171441,0.04865915390173308,0.0630773723852343,-0.07438709811344749,-0.08880531659694871,-0.028727944211714408,-0.09180531659694871
KOSDAQ,H3,1,2022-10,20,1,0.04271158996635554,0.04865915390173308,0.0767817335133626,-0.005947563935377542,-0.034070143547007055,0.039711589966355536,-0.03707014354700706
KOSDAQ,H2i,3,2022-10,20,0,0.11083547862698415,0.06341213865974923,0.13980194727268613,0.04742333996723491,-0.028966468645701987,0.10783547862698414,-0.03196646864570199
KOSDAQ,H2ii,3,2022-10,6,0,-0.017126654712996254,0.06341213865974923,0.16284404361177449,-0.08053879337274548,-0.17997069832477075,-0.020126654712996253,-0.18297069832477075
KOSDAQ,H3,3,2022-10,20,1,0.10660815752201779,0.06341213865974923,0.13980194727268613,0.04319601886226855,-0.03319378975066835,0.10360815752201778,-0.03619378975066835
KOSDAQ,H1,6,2022-10,0,0,,0.20565948809366308,,,,,
KOSDAQ,H2i,6,2022-10,20,0,0.03380454582907723,0.20565948809366308,0.13991371758642432,-0.17185494226458586,-0.10610917175734709,0.03080454582907723,-0.10910917175734709
KOSDAQ,H2ii,6,2022-10,6,0,0.021883889047289422,0.20565948809366308,0.1840302367315696,-0.18377559904637367,-0.16214634768428018,0.018883889047289423,-0.16514634768428016
KOSDAQ,H3,6,2022-10,20,3,0.2882228231849549,0.20565948809366308,0.13991371758642432,0.08256333509129182,0.14830910559853058,0.2852228231849549,0.14530910559853058
KOSDAQ,H2i,1,2022-11,20,0,-0.10782952816753097,-0.06619612453610776,-0.051384090696690185,-0.041633403631423205,-0.056445437470840784,-0.11082952816753097,-0.05944543747084079
KOSDAQ,H2ii,1,2022-11,3,0,-0.20894688630438682,-0.06619612453610776,-0.03371563593552528,-0.14275076176827906,-0.17523125036886153,-0.21194688630438682,-0.17823125036886153
KOSDAQ,H3,1,2022-11,20,1,-0.08794263769741446,-0.06619612453610776,-0.051384090696690185,-0.0217465131613067,-0.03655854700072428,-0.09094263769741447,-0.03955854700072428
KOSDAQ,H2i,3,2022-11,20,0,0.019951687277038516,0.08582695915970139,0.08040323766504942,-0.06587527188266287,-0.06045155038801091,0.016951687277038517,-0.0634515503880109
KOSDAQ,H2ii,3,2022-11,3,0,-0.15985135395886307,0.08582695915970139,0.12155105215443619,-0.24567831311856447,-0.28140240611329925,-0.16285135395886308,-0.28440240611329926
KOSDAQ,H3,3,2022-11,20,1,0.07557316309320299,0.08582695915970139,0.08040323766504942,-0.0102537960664984,-0.004830074571846435,0.07257316309320298,-0.007830074571846438
KOSDAQ,H1,6,2022-11,0,0,,0.17376430207163523,,,,,
KOSDAQ,H2i,6,2022-11,20,0,0.460798608247586,0.17376430207163523,0.1704839171501744,0.28703430617595077,0.2903146910974116,0.457798608247586,0.2873146910974116
