# 사전 예상(고정): 동행 상관 양(+) 치우침 / 선행 상관 0 중심 — A 검증(갭 선취)과 정합해야 함. 전략화 금지, 기술 통계 전용
시장,코드,n주,r_동행,r_선행1,r_선행2,r_선행4,수급동행
KOSPI,329180,52,-0.04,-0.189,-0.179,-0.158,하
KOSPI,330590,52,0.13,0.167,-0.263,0.048,중
KOSPI,334890,52,0.041,0.226,-0.02,0.122,중
KOSPI,336260,52,0.551,0.014,0.015,0.052,상
KOSPI,33626K,52,0.444,0.093,-0.055,-0.125,상
KOSPI,33626L,52,-0.164,0.016,0.175,0.078,하
KOSPI,336370,52,0.174,0.204,-0.046,0.082,중
KOSPI,33637K,52,0.256,-0.046,-0.046,-0.219,중
KOSPI,33637L,52,-0.215,0.142,-0.023,0.083,하
KOSPI,338100,52,0.731,0.016,0.004,0.215,상
KOSPI,339770,52,0.505,0.257,-0.302,0.16,상
KOSPI,344820,52,0.498,0.202,-0.094,-0.0,상
KOSPI,348950,41,0.269,-0.123,0.024,-0.05,중
KOSPI,350520,52,0.488,-0.063,0.113,-0.25,상
KOSPI,352820,52,0.202,-0.121,0.024,-0.031,중
KOSPI,353200,52,-0.015,-0.038,0.016,-0.038,하
KOSPI,35320K,52,-0.18,-0.202,0.013,-0.079,하
KOSPI,357120,52,0.317,0.004,-0.107,-0.073,상
KOSPI,357250,52,0.36,0.24,0.169,0.048,상
KOSPI,357430,52,-0.19,0.181,-0.026,0.047,하
KOSPI,361610,52,0.577,0.011,-0.187,0.162,상
KOSPI,363280,52,0.154,0.106,0.3,0.195,중
KOSPI,36328K,23,0.319,-0.25,-0.022,0.045,
KOSPI,365550,52,0.254,0.006,-0.29,0.105,중
KOSPI,372910,52,-0.336,0.058,-0.119,-0.096,하
KOSPI,373220,52,0.114,-0.223,0.028,-0.04,중
KOSPI,375500,52,-0.36,-0.125,-0.299,0.08,하
KOSPI,37550K,52,-0.277,0.238,-0.155,0.131,하
KOSPI,37550L,52,0.008,0.21,0.096,0.277,중
KOSPI,377190,52,-0.241,-0.264,-0.185,0.169,하
KOSPI,377300,52,0.041,-0.103,-0.033,0.119,중
KOSPI,377740,52,0.479,0.057,0.053,-0.22,상
KOSPI,378850,52,0.006,0.077,0.123,-0.103,중
KOSPI,381970,52,0.514,0.304,-0.108,-0.018,상
KOSPI,383220,52,0.158,0.149,0.07,0.2,중
KOSPI,383800,52,0.158,-0.078,0.124,0.037,중
KOSPI,38380K,52,-0.036,-0.044,-0.039,-0.177,하
KOSPI,395400,52,-0.11,0.299,0.13,0.042,하
KOSPI,396690,52,0.265,-0.136,-0.029,0.268,중
KOSPI,400760,52,0.517,0.279,0.2,0.027,상
KOSPI,402340,52,-0.115,0.045,0.35,0.173,하
KOSPI,403550,52,0.307,0.357,0.339,0.229,상
KOSPI,404990,52,0.046,0.281,-0.159,0.083,중
KOSPI,415640,52,0.439,0.055,0.116,0.063,상
KOSPI,417310,52,0.309,0.024,-0.0,-0.21,상
KOSPI,432320,52,-0.304,-0.021,-0.086,0.157,하
KOSPI,439260,50,0.161,0.27,0.241,0.159,중
KOSPI,443060,52,-0.588,0.173,0.168,-0.013,하
KOSPI,446070,52,-0.147,0.103,0.03,-0.228,하
KOSPI,448730,52,0.323,0.348,-0.345,-0.197,상
KOSPI,450080,52,0.391,-0.146,0.079,0.187,상
KOSPI,450140,21,0.283,-0.306,-0.055,-0.09,
KOSPI,45014K,18,0.142,-0.06,-0.121,0.03,
KOSPI,451800,52,-0.131,-0.079,-0.036,-0.025,하
KOSPI,452260,52,-0.318,0.182,0.106,0.122,하
KOSPI,45226K,27,-0.068,0.169,0.034,-0.007,
KOSPI,453340,52,0.191,-0.035,-0.129,0.057,중
KOSPI,454910,52,-0.032,0.204,0.155,0.251,하
KOSPI,456040,52,0.179,-0.321,-0.062,-0.073,중
KOSPI,457190,52,0.475,0.016,-0.133,-0.139,상
KOSPI,460850,52,0.401,0.109,0.173,0.221,상
KOSPI,460860,52,-0.164,-0.1,-0.144,-0.157,하
KOSPI,462520,52,0.433,0.134,-0.116,-0.184,상
KOSPI,462870,52,0.475,-0.139,-0.16,-0.009,상
KOSPI,465770,52,-0.167,0.081,0.246,0.244,하
KOSPI,475150,52,0.087,-0.028,-0.08,0.151,중
KOSPI,475560,52,0.436,-0.017,-0.279,0.086,상
KOSPI,480370,52,0.423,-0.039,-0.147,0.055,상
KOSPI,481850,52,0.623,0.145,-0.176,-0.074,상
KOSPI,483650,52,0.261,-0.089,-0.012,-0.026,중
KOSPI,484870,52,0.042,0.259,0.142,0.028,중
KOSPI,487570,52,0.269,-0.143,0.133,-0.046,중
KOSPI,489790,52,0.124,-0.023,-0.184,-0.045,중
KOSPI,499790,52,-0.703,0.07,0.133,0.049,하
KOSPI,900140,52,0.436,0.024,-0.291,0.047,상
KOSPI,950210,52,0.424,0.094,-0.15,-0.211,상
KOSDAQ,0001A0,24,-0.186,0.286,0.114,0.148,
KOSDAQ,000250,52,0.236,-0.029,-0.064,-0.012,상
KOSDAQ,000440,52,-0.11,-0.207,-0.23,0.019,하
KOSDAQ,0004V0,26,0.328,-0.085,0.106,0.055,
KOSDAQ,0004Y0,51,-0.142,0.068,-0.055,-0.067,하
KOSDAQ,0007C0,30,-0.136,0.075,-0.276,0.087,
KOSDAQ,0007J0,15,-0.144,0.289,-0.135,0.349,
KOSDAQ,0008Z0,47,0.304,-0.185,-0.125,0.088,상
KOSDAQ,0009K0,32,-0.051,0.249,0.007,0.078,
KOSDAQ,001000,52,-0.329,0.087,0.216,0.388,하
KOSDAQ,0010F0,15,-0.034,0.105,0.134,0.171,
KOSDAQ,0010V0,47,0.017,0.166,-0.076,-0.323,중
KOSDAQ,0011A0,18,-0.069,-0.177,-0.351,0.139,
KOSDAQ,0011T0,11,-0.197,0.018,0.073,0.146,
KOSDAQ,0013V0,29,-0.087,-0.077,0.096,-0.043,
KOSDAQ,001540,52,0.603,0.225,0.056,-0.267,상
KOSDAQ,0015G0,34,-0.013,0.005,-0.095,-0.046,
KOSDAQ,0015N0,33,-0.285,0.22,-0.055,0.017,
KOSDAQ,0015S0,31,-0.143,-0.009,-0.071,-0.052,
KOSDAQ,0017J0,5,0.013,-0.232,-0.67,-1.0,
KOSDAQ,001810,52,-0.361,0.129,-0.093,0.202,하
KOSDAQ,001840,0,,,,,
KOSDAQ,002230,52,-0.059,-0.143,-0.012,-0.002,중
KOSDAQ,002290,52,0.41,0.15,0.23,-0.268,상
KOSDAQ,002680,50,-0.039,0.107,0.165,-0.514,중
KOSDAQ,002800,52,0.047,0.253,-0.239,0.208,중
KOSDAQ,003100,52,0.708,0.124,-0.184,-0.449,상
KOSDAQ,003310,52,-0.552,-0.104,-0.188,-0.257,하
KOSDAQ,003380,52,-0.259,0.048,-0.213,-0.103,하
KOSDAQ,0037T0,52,0.062,-0.012,0.017,-0.008,중
KOSDAQ,003800,52,-0.238,0.169,0.035,-0.187,하
KOSDAQ,0039P0,2,1.0,-1.0,,,
KOSDAQ,0041B0,48,-0.032,-0.018,-0.083,-0.277,중
KOSDAQ,0041J0,51,0.03,0.088,-0.015,0.02,중
KOSDAQ,0041L0,49,-0.141,0.048,-0.007,-0.011,하
KOSDAQ,0044K0,47,-0.039,-0.055,-0.025,-0.021,중
KOSDAQ,004590,52,0.416,-0.065,-0.078,0.01,상
KOSDAQ,004650,52,0.049,-0.026,0.029,-0.026,중
KOSDAQ,004780,52,0.247,-0.127,-0.003,-0.254,상
KOSDAQ,005160,52,0.478,-0.008,-0.039,0.022,상
KOSDAQ,005290,52,0.34,0.152,0.132,0.192,상
KOSDAQ,0054V0,32,-0.587,0.96,0.003,0.079,
KOSDAQ,005670,52,0.195,0.123,0.118,-0.012,상
KOSDAQ,005710,52,0.179,0.01,-0.092,-0.115,중
KOSDAQ,005860,52,0.049,-0.078,-0.098,0.017,중
KOSDAQ,005990,52,0.284,-0.15,0.001,0.002,상
KOSDAQ,006050,52,-0.18,-0.07,-0.023,-0.07,하
KOSDAQ,006140,52,-0.267,-0.127,0.055,-0.084,하
KOSDAQ,006620,52,0.704,0.029,0.157,0.112,상
KOSDAQ,006730,52,-0.066,0.067,0.258,-0.085,중
KOSDAQ,0068Y0,34,0.098,-0.279,-0.102,-0.208,
KOSDAQ,006910,52,0.293,0.027,-0.141,0.154,상
KOSDAQ,006920,52,-0.606,0.032,0.133,0.187,하
KOSDAQ,0071M0,41,0.293,-0.053,-0.083,-0.021,상
KOSDAQ,0072Z0,41,0.078,-0.028,-0.003,0.027,중
KOSDAQ,007330,46,0.538,0.328,-0.27,-0.053,상
KOSDAQ,007370,52,0.135,0.197,0.012,0.246,중
KOSDAQ,007390,52,0.562,-0.418,0.04,0.036,상
KOSDAQ,007530,52,-0.025,-0.056,0.173,-0.044,중
KOSDAQ,007680,52,-0.531,0.227,0.181,-0.276,하
KOSDAQ,007720,49,-0.324,0.396,-0.036,-0.022,하
KOSDAQ,007770,52,0.451,-0.317,0.015,0.144,상
KOSDAQ,007820,52,-0.268,-0.074,-0.194,0.211,하
KOSDAQ,008290,49,-0.397,-0.251,0.041,0.139,하
KOSDAQ,0082N0,17,0.308,0.063,-0.187,-0.083,
KOSDAQ,008370,52,-0.027,-0.082,-0.176,-0.039,중
KOSDAQ,008470,52,0.178,-0.048,-0.031,-0.11,중
KOSDAQ,008830,52,-0.242,0.044,-0.048,0.053,하
KOSDAQ,0088D0,30,0.339,-0.211,-0.026,0.332,
KOSDAQ,0088M0,16,0.002,0.079,-0.209,0.332,
KOSDAQ,0091W0,33,-0.244,-0.415,0.013,0.025,
KOSDAQ,009300,52,0.419,-0.033,-0.147,-0.204,상
KOSDAQ,0093G0,33,0.063,-0.239,0.199,-0.193,
KOSDAQ,009520,52,0.239,-0.092,-0.108,-0.037,상
KOSDAQ,009620,52,-0.177,-0.042,0.105,0.112,하
KOSDAQ,0096B0,33,0.066,-0.638,0.596,0.028,
KOSDAQ,0096D0,32,-0.381,0.984,0.517,-0.069,
KOSDAQ,009730,48,0.112,-0.111,0.156,-0.036,중
KOSDAQ,009780,52,-0.162,0.102,-0.366,-0.028,하
KOSDAQ,0097F0,29,-0.199,0.021,-0.112,0.332,
KOSDAQ,0098T0,31,-0.169,-0.053,-0.147,-0.087,
KOSDAQ,0099W0,29,-0.014,0.235,-0.1,0.152,
KOSDAQ,0099X0,28,0.069,-0.28,0.272,0.071,
KOSDAQ,010170,52,0.314,0.185,-0.126,0.104,상
KOSDAQ,0101C0,29,0.098,-0.006,-0.052,0.216,
KOSDAQ,010240,52,0.379,0.251,-0.067,0.252,상
KOSDAQ,010280,50,-0.421,0.05,-0.33,-0.112,하
KOSDAQ,010470,52,0.323,0.126,-0.301,0.123,상
KOSDAQ,0105P0,31,0.166,-0.027,-0.046,-0.119,
KOSDAQ,011040,52,0.411,0.03,-0.271,0.246,상
KOSDAQ,011080,49,-0.113,0.124,-0.053,-0.038,하
KOSDAQ,011320,52,0.249,0.033,0.07,-0.082,상
KOSDAQ,011370,52,0.076,0.311,0.288,0.274,중
KOSDAQ,011560,52,0.146,0.351,0.064,0.061,중
KOSDAQ,0115H0,25,0.236,0.699,0.979,0.445,
KOSDAQ,0117P0,5,-0.036,0.942,0.313,1.0,
KOSDAQ,012210,28,-0.495,0.344,-0.27,0.108,
KOSDAQ,012340,49,-0.727,-0.145,0.022,0.076,하
KOSDAQ,012620,52,0.287,0.107,0.145,-0.277,상
KOSDAQ,012700,52,0.59,0.307,0.087,-0.045,상
KOSDAQ,012790,52,0.293,0.433,0.099,-0.031,상
KOSDAQ,012860,52,-0.237,0.034,-0.082,0.016,하
KOSDAQ,0129K0,11,0.674,0.999,0.05,-0.133,
KOSDAQ,013030,52,-0.04,0.131,-0.128,0.197,중
KOSDAQ,0130D0,15,0.449,-0.496,0.672,0.385,
KOSDAQ,0130H0,16,-0.612,0.872,0.025,-0.039,
KOSDAQ,013120,52,-0.098,-0.135,0.021,-0.015,하
KOSDAQ,0131D0,12,-0.904,0.144,-0.455,0.115,
KOSDAQ,0132G0,15,0.7,-0.412,0.153,-0.16,
KOSDAQ,013310,52,0.392,-0.103,-0.071,-0.063,상
KOSDAQ,0134X0,6,-0.484,0.573,-0.571,0.088,
KOSDAQ,013720,51,-0.191,-0.152,0.149,0.184,하
KOSDAQ,013810,52,0.155,0.117,-0.043,0.018,중
KOSDAQ,013990,52,0.195,0.251,0.09,0.188,상
KOSDAQ,014100,52,-0.105,0.058,0.262,0.145,하
KOSDAQ,014190,52,0.171,0.117,-0.089,0.02,중
KOSDAQ,014200,1,,,,,
KOSDAQ,014470,52,0.543,-0.112,-0.117,-0.058,상
KOSDAQ,014570,52,0.347,0.133,0.058,-0.05,상
KOSDAQ,014620,52,0.042,-0.161,-0.092,0.032,중
KOSDAQ,014940,52,0.045,-0.162,-0.258,-0.025,중
KOSDAQ,014950,37,-0.563,-0.015,0.46,-0.386,
KOSDAQ,014970,52,-0.434,-0.212,0.101,-0.236,하
KOSDAQ,015710,52,0.217,0.247,0.086,-0.12,상
KOSDAQ,015750,52,-0.051,0.157,-0.105,-0.07,중
KOSDAQ,016100,52,-0.293,0.232,0.061,0.019,하
KOSDAQ,016250,52,0.34,0.353,-0.056,0.052,상
KOSDAQ,0164H0,2,-1.0,1.0,,,
KOSDAQ,0165X0,4,-0.969,0.127,0.938,,
KOSDAQ,016600,49,-0.039,-0.097,0.378,-0.023,중
KOSDAQ,016670,52,0.429,-0.029,-0.327,-0.141,상
KOSDAQ,016790,0,,,,,
KOSDAQ,016920,52,0.526,0.139,-0.182,-0.167,상
KOSDAQ,017000,52,-0.297,0.077,0.231,-0.027,하
KOSDAQ,017250,52,-0.058,0.144,-0.14,-0.124,중
KOSDAQ,017480,52,0.203,-0.425,0.164,-0.38,상
KOSDAQ,017510,52,0.141,0.268,-0.001,-0.065,중
KOSDAQ,017650,52,0.614,0.142,0.109,-0.269,상
KOSDAQ,017890,52,0.563,0.023,0.143,-0.21,상
KOSDAQ,018000,52,0.67,-0.272,0.2,-0.066,상
KOSDAQ,018120,52,0.283,0.06,0.191,0.034,상
KOSDAQ,018290,52,-0.196,0.236,-0.128,0.12,하
KOSDAQ,018310,52,0.332,-0.438,-0.204,0.114,상
KOSDAQ,018620,50,-0.34,0.246,-0.135,-0.065,하
KOSDAQ,018680,52,0.012,0.02,-0.255,0.121,중
KOSDAQ,018700,48,-0.584,-0.435,-0.286,0.684,하
KOSDAQ,019010,52,0.098,-0.093,-0.055,0.149,중
KOSDAQ,019210,52,0.263,0.071,-0.077,0.054,상
KOSDAQ,019540,52,-0.296,-0.029,0.166,0.003,하
KOSDAQ,019550,48,-0.132,0.126,0.012,-0.118,하
KOSDAQ,019570,49,-0.43,0.04,0.05,-0.007,하
KOSDAQ,019590,2,1.0,,,,
KOSDAQ,019660,52,-0.089,-0.171,0.12,-0.018,하
KOSDAQ,019770,52,0.091,0.274,-0.087,0.139,중
KOSDAQ,019990,52,0.325,0.248,-0.053,-0.06,상
KOSDAQ,020180,52,-0.442,0.182,-0.078,0.082,하
KOSDAQ,020400,52,-0.104,0.106,-0.178,0.086,하
KOSDAQ,020710,52,0.092,0.357,-0.058,0.278,중
KOSDAQ,021040,52,-0.356,0.086,0.105,-0.027,하
KOSDAQ,021045,0,,,,,
KOSDAQ,021080,52,0.068,0.293,-0.073,-0.019,중
KOSDAQ,021320,52,0.192,-0.032,0.093,-0.137,상
KOSDAQ,021650,52,0.189,-0.085,-0.104,0.283,상
KOSDAQ,021880,48,-0.321,-0.324,0.244,-0.053,하
KOSDAQ,022220,52,-0.389,-0.115,0.243,0.023,하
KOSDAQ,023160,52,-0.279,-0.07,0.049,0.117,하
KOSDAQ,023410,52,0.132,0.256,-0.026,-0.06,중
KOSDAQ,023440,36,-0.415,-0.103,0.098,-0.023,
KOSDAQ,023600,52,0.314,-0.05,0.191,0.033,상
KOSDAQ,023760,52,0.15,0.341,-0.067,-0.172,중
KOSDAQ,023770,52,-0.02,-0.022,0.227,-0.006,중
KOSDAQ,023790,49,-0.31,0.099,0.052,-0.147,하
KOSDAQ,023900,52,-0.056,0.361,-0.182,0.327,중
KOSDAQ,023910,52,0.358,0.157,-0.073,0.079,상
KOSDAQ,024060,52,0.044,-0.241,0.091,-0.219,중
KOSDAQ,024120,52,0.341,0.045,-0.065,-0.073,상
KOSDAQ,024740,52,0.095,-0.147,0.255,0.099,중
KOSDAQ,024800,52,-0.172,0.026,-0.124,0.116,하
KOSDAQ,024810,2,1.0,,,,
KOSDAQ,024830,52,0.19,0.06,-0.048,-0.073,상
KOSDAQ,024840,52,-0.296,0.007,-0.336,-0.057,하
KOSDAQ,024850,48,-0.338,0.179,-0.134,0.145,하
KOSDAQ,024880,52,0.354,0.259,-0.054,-0.038,상
KOSDAQ,024910,52,-0.353,-0.007,0.079,-0.023,하
KOSDAQ,024940,52,0.394,0.128,-0.025,0.032,상
KOSDAQ,024950,39,-0.568,0.084,-0.02,-0.001,
KOSDAQ,025320,52,0.44,-0.02,0.033,-0.302,상
KOSDAQ,025440,50,-0.148,0.056,-0.05,-0.211,하
KOSDAQ,025550,52,-0.289,-0.008,-0.212,0.254,하
KOSDAQ,025770,52,-0.118,-0.03,-0.167,-0.128,하
KOSDAQ,025870,52,-0.487,-0.075,-0.046,-0.04,하
KOSDAQ,025880,52,0.168,0.099,0.089,-0.049,중
KOSDAQ,025900,52,0.453,0.039,0.009,-0.039,상
KOSDAQ,025950,52,-0.346,0.193,-0.054,0.017,하
KOSDAQ,025980,52,0.082,0.085,0.143,-0.072,중
KOSDAQ,026040,52,0.247,-0.058,0.064,0.004,상
KOSDAQ,026150,52,-0.105,0.319,-0.022,0.252,하
KOSDAQ,026910,52,0.567,-0.455,0.023,-0.219,상
KOSDAQ,027040,49,-0.23,0.413,-0.03,-0.128,하
KOSDAQ,027050,52,-0.185,0.208,0.137,0.192,하
KOSDAQ,027360,52,-0.1,-0.363,-0.235,-0.06,하
KOSDAQ,027580,49,-0.254,0.149,0.018,-0.136,하
KOSDAQ,027710,52,0.344,0.211,0.188,0.117,상
KOSDAQ,027830,52,0.389,-0.021,0.075,-0.037,상
KOSDAQ,028080,50,-0.232,0.232,-0.051,0.061,하
KOSDAQ,028300,52,0.071,0.13,0.083,0.031,중
KOSDAQ,029480,52,0.577,-0.088,-0.063,-0.086,상
KOSDAQ,030350,0,,,,,
KOSDAQ,030520,52,-0.057,0.033,0.134,-0.08,중
KOSDAQ,030530,52,0.306,-0.086,0.074,-0.078,상
KOSDAQ,030960,52,-0.172,0.055,0.018,-0.094,하
KOSDAQ,031310,52,-0.102,0.277,0.086,0.133,하
KOSDAQ,031330,52,-0.046,0.037,-0.056,-0.101,중
KOSDAQ,031510,52,0.058,-0.289,-0.079,-0.169,중
KOSDAQ,031860,37,-0.403,0.026,-0.113,0.249,
KOSDAQ,031980,52,-0.27,0.042,0.255,0.359,하
KOSDAQ,032080,52,-0.093,-0.124,-0.109,0.324,하
KOSDAQ,032190,52,0.096,0.276,-0.119,0.085,중
KOSDAQ,032280,52,0.106,0.074,-0.029,0.069,중
KOSDAQ,032300,52,0.112,-0.127,-0.078,-0.059,중
KOSDAQ,032500,52,0.484,0.103,-0.069,0.036,상
KOSDAQ,032540,52,-0.252,-0.02,-0.11,-0.024,하
KOSDAQ,032580,52,-0.068,0.123,0.108,0.018,중
KOSDAQ,032620,52,0.53,0.027,0.005,0.058,상
KOSDAQ,032680,49,-0.03,0.06,-0.007,0.53,중
KOSDAQ,032685,35,0.098,0.074,-0.027,-0.103,
KOSDAQ,032750,52,-0.038,0.034,0.006,-0.03,중
KOSDAQ,032790,50,-0.082,0.197,-0.011,0.156,하
KOSDAQ,032800,49,-0.16,-0.209,0.005,-0.276,하
KOSDAQ,032820,52,0.353,0.329,-0.005,0.143,상
KOSDAQ,032850,52,-0.112,0.276,-0.111,0.314,하
KOSDAQ,032860,52,0.291,-0.009,0.08,-0.185,상
KOSDAQ,032940,52,0.245,0.11,-0.092,-0.059,상
KOSDAQ,032960,50,0.208,-0.023,-0.109,-0.032,상
KOSDAQ,032980,2,-1.0,,,,
KOSDAQ,033050,52,-0.023,0.204,0.143,0.011,중
KOSDAQ,033100,52,-0.193,0.359,-0.378,0.048,하
KOSDAQ,033130,52,-0.084,0.13,0.169,0.14,하
KOSDAQ,033160,52,-0.154,0.035,0.069,0.118,하
KOSDAQ,033170,52,0.417,-0.084,-0.028,0.266,상
KOSDAQ,033200,52,0.15,-0.049,0.115,0.066,중
KOSDAQ,033230,52,0.124,-0.032,0.026,-0.171,중
KOSDAQ,033290,52,0.359,0.197,0.062,0.166,상
KOSDAQ,033310,52,-0.295,0.155,-0.026,0.151,하
KOSDAQ,033320,52,-0.104,-0.019,-0.057,0.126,하
KOSDAQ,033340,52,-0.082,0.103,-0.034,-0.043,하
KOSDAQ,033500,50,0.135,0.013,-0.08,-0.074,중
KOSDAQ,033540,52,0.291,0.023,-0.137,-0.018,상
KOSDAQ,033560,52,0.132,0.16,0.234,-0.15,중
KOSDAQ,033640,52,0.444,-0.355,-0.119,0.173,상
KOSDAQ,033790,52,-0.451,-0.194,-0.249,-0.349,하
KOSDAQ,033830,0,,,,,
KOSDAQ,034810,52,0.18,0.128,-0.045,-0.144,중
KOSDAQ,03481K,52,0.585,-0.152,0.294,0.096,상
KOSDAQ,034940,52,-0.293,-0.119,0.188,0.094,하
KOSDAQ,034950,52,0.571,-0.157,-0.238,-0.038,상
KOSDAQ,035080,52,0.024,0.322,-0.017,-0.19,중
KOSDAQ,035200,52,-0.271,0.018,-0.197,0.136,하
KOSDAQ,035290,50,-0.065,-0.195,0.128,0.062,중
KOSDAQ,035460,52,-0.532,0.39,-0.102,-0.33,하
KOSDAQ,035600,52,0.439,0.009,0.042,-0.253,상
KOSDAQ,035610,52,0.54,0.075,0.001,-0.159,상
KOSDAQ,035620,49,-0.494,-0.169,-0.286,0.203,하
KOSDAQ,035760,52,0.375,0.204,0.035,0.061,상
KOSDAQ,035810,52,0.161,0.396,-0.095,0.129,중
KOSDAQ,035890,15,-0.715,0.359,-0.123,0.021,
KOSDAQ,035900,52,0.384,-0.165,-0.233,0.046,상
KOSDAQ,036000,52,0.006,0.139,-0.009,0.057,중
KOSDAQ,036010,52,0.204,0.129,0.222,0.186,상
KOSDAQ,036030,52,0.549,0.054,0.092,0.059,상
KOSDAQ,036090,50,-0.431,0.192,0.072,-0.137,하
KOSDAQ,036120,52,0.431,-0.019,0.115,0.111,상
KOSDAQ,036170,52,-0.232,-0.002,-0.013,-0.119,하
KOSDAQ,036180,3,0.903,1.0,,,
KOSDAQ,036190,52,0.061,-0.247,0.073,-0.045,중
KOSDAQ,036200,52,0.509,0.061,-0.336,-0.106,상
KOSDAQ,036220,52,0.177,0.131,0.07,0.087,중
KOSDAQ,036480,52,-0.151,-0.185,-0.092,0.102,하
KOSDAQ,036540,52,0.487,-0.141,-0.155,0.365,상
KOSDAQ,036560,52,0.026,0.04,0.02,-0.087,중
KOSDAQ,036620,52,-0.37,0.15,0.005,0.012,하
KOSDAQ,036630,50,-0.147,0.26,0.003,0.027,하
KOSDAQ,036640,52,0.477,0.43,-0.03,0.18,상
KOSDAQ,036670,52,0.115,0.245,0.108,-0.099,중
KOSDAQ,036690,0,,,,,
KOSDAQ,036710,52,0.315,0.0,0.342,-0.009,상
KOSDAQ,036800,52,0.028,0.13,-0.043,-0.033,중
KOSDAQ,036810,52,0.003,0.048,-0.248,0.027,중
KOSDAQ,036830,52,-0.161,0.076,0.109,-0.189,하
KOSDAQ,036890,52,0.144,-0.212,-0.039,-0.064,중
KOSDAQ,036930,52,0.37,-0.151,0.042,0.132,상
KOSDAQ,037030,52,-0.177,-0.154,-0.069,-0.266,하
KOSDAQ,037070,52,-0.281,0.065,0.035,-0.116,하
KOSDAQ,037230,52,-0.146,-0.063,-0.372,-0.152,하
KOSDAQ,037330,52,-0.08,0.129,-0.109,-0.017,하
KOSDAQ,037350,52,-0.245,0.214,0.241,0.131,하
KOSDAQ,037370,52,-0.069,0.219,0.095,0.279,중
KOSDAQ,037400,52,-0.294,0.4,0.116,0.229,하
KOSDAQ,037440,52,-0.087,0.066,-0.013,-0.257,하
KOSDAQ,037460,52,-0.036,-0.031,-0.103,-0.184,중
KOSDAQ,037760,52,0.422,-0.197,0.081,-0.097,상
KOSDAQ,037950,50,-0.43,0.195,-0.021,0.089,하
KOSDAQ,038010,52,0.184,0.155,-0.054,-0.054,상
KOSDAQ,038060,52,-0.655,0.283,-0.063,0.273,하
KOSDAQ,038070,52,0.173,0.219,-0.017,0.145,중
KOSDAQ,038110,52,-0.234,-0.208,-0.063,-0.002,하
KOSDAQ,038290,52,0.759,-0.04,0.022,-0.035,상
KOSDAQ,038390,52,0.503,-0.007,-0.119,-0.122,상
KOSDAQ,038460,52,-0.479,0.05,-0.033,0.021,하
KOSDAQ,038500,52,-0.07,-0.08,-0.117,-0.259,중
KOSDAQ,038530,49,-0.576,-0.123,0.204,0.027,하
KOSDAQ,038540,52,0.546,0.035,-0.006,0.089,상
KOSDAQ,038620,49,-0.065,-0.406,0.2,0.165,중
KOSDAQ,038680,52,-0.511,0.052,-0.214,0.274,하
KOSDAQ,038870,52,-0.413,0.234,-0.119,0.123,하
KOSDAQ,038880,49,-0.602,0.012,0.065,-0.025,하
KOSDAQ,038950,52,0.193,0.001,0.015,0.126,상
KOSDAQ,039010,52,0.318,0.203,-0.11,-0.056,상
KOSDAQ,039020,52,-0.018,-0.003,0.159,0.03,중
KOSDAQ,039030,52,-0.387,-0.045,0.024,-0.165,하
KOSDAQ,039200,52,0.025,0.046,0.213,-0.029,중
KOSDAQ,039240,52,0.199,0.059,-0.018,0.386,상
KOSDAQ,039290,52,-0.152,-0.14,0.084,0.038,하
KOSDAQ,039310,52,-0.369,0.071,0.241,0.201,하
KOSDAQ,039340,52,0.252,0.032,-0.022,0.074,상
KOSDAQ,039420,52,0.365,0.016,-0.08,-0.01,상
KOSDAQ,039440,52,0.233,-0.048,-0.008,0.022,상
KOSDAQ,039560,52,0.263,0.025,-0.056,0.058,상
KOSDAQ,039610,52,0.072,-0.062,-0.139,0.014,중
KOSDAQ,039740,52,-0.108,0.386,0.39,0.229,하
KOSDAQ,039830,52,0.095,-0.104,-0.176,-0.042,중
KOSDAQ,039840,52,0.72,0.013,0.01,-0.157,상
KOSDAQ,039860,52,-0.291,-0.035,0.117,0.106,하
KOSDAQ,039980,50,-0.189,0.362,0.146,0.048,하
KOSDAQ,040160,52,0.064,0.024,-0.062,-0.035,중
KOSDAQ,040300,52,-0.119,0.122,-0.053,0.083,하
KOSDAQ,040350,47,-0.361,-0.287,0.23,0.248,하
KOSDAQ,040420,52,0.494,0.255,-0.251,0.058,상
KOSDAQ,040610,49,-0.339,0.311,0.127,0.119,하
KOSDAQ,040910,52,0.443,0.146,-0.067,-0.082,상
KOSDAQ,041020,52,-0.328,0.307,0.04,-0.027,하
KOSDAQ,041190,52,0.215,0.078,0.051,0.117,상
KOSDAQ,041440,52,-0.186,0.357,-0.119,0.081,하
KOSDAQ,041460,52,0.142,0.132,-0.02,-0.067,중
KOSDAQ,041510,52,-0.099,-0.14,-0.16,-0.063,하
KOSDAQ,041520,52,-0.093,0.028,0.21,-0.088,하
KOSDAQ,041590,0,,,,,
KOSDAQ,041830,52,0.044,-0.132,-0.199,-0.13,중
KOSDAQ,041910,52,-0.326,-0.11,0.013,0.159,하
KOSDAQ,041920,52,-0.133,0.015,-0.178,-0.018,하
KOSDAQ,041930,52,0.548,-0.178,-0.1,-0.024,상
KOSDAQ,041960,52,0.733,-0.074,-0.08,-0.17,상
KOSDAQ,042000,52,-0.136,0.124,-0.052,-0.074,하
KOSDAQ,042040,48,-0.345,0.028,0.093,0.178,하
