# 사전 예상(고정): 동행 상관 양(+) 치우침 / 선행 상관 0 중심 — A 검증(갭 선취)과 정합해야 함. 전략화 금지, 기술 통계 전용
시장,코드,n주,r_동행,r_선행1,r_선행2,r_선행4,수급동행
KOSDAQ,229000,52,-0.51,0.308,-0.163,0.031,하
KOSDAQ,230240,52,-0.078,0.153,-0.069,0.104,중
KOSDAQ,230360,47,-0.22,-0.075,-0.033,0.018,하
KOSDAQ,230980,1,,,,,
KOSDAQ,232140,52,0.476,-0.183,-0.114,0.047,상
KOSDAQ,232680,52,-0.177,-0.029,-0.033,-0.347,하
KOSDAQ,232830,52,0.078,0.157,-0.096,0.372,중
KOSDAQ,234030,52,-0.13,0.234,-0.144,-0.293,하
KOSDAQ,234100,49,0.121,0.193,-0.296,0.148,중
KOSDAQ,234300,52,0.321,0.096,0.007,0.163,상
KOSDAQ,234340,52,0.272,0.226,0.114,-0.398,상
KOSDAQ,234690,52,0.633,0.217,-0.031,0.142,상
KOSDAQ,234920,15,-0.148,0.404,-0.064,-0.212,
KOSDAQ,235980,52,0.079,-0.024,-0.021,-0.088,중
KOSDAQ,236200,52,0.259,-0.104,-0.198,0.245,상
KOSDAQ,236810,52,-0.109,0.146,-0.089,-0.071,하
KOSDAQ,237690,52,-0.105,0.212,0.097,0.182,하
KOSDAQ,237750,52,-0.129,0.213,0.144,0.13,하
KOSDAQ,237820,52,0.221,-0.12,-0.313,-0.022,상
KOSDAQ,237880,52,0.329,-0.001,-0.074,-0.118,상
KOSDAQ,238090,52,0.442,0.089,0.088,0.074,상
KOSDAQ,238120,52,-0.202,0.176,0.005,0.028,하
KOSDAQ,238200,52,0.152,-0.056,-0.316,0.264,중
KOSDAQ,238490,52,0.591,0.071,0.138,-0.096,상
KOSDAQ,239340,52,-0.171,0.089,0.012,0.088,하
KOSDAQ,239610,52,-0.01,-0.077,-0.082,0.187,중
KOSDAQ,239890,52,0.046,-0.003,-0.033,0.028,중
KOSDAQ,240550,52,0.003,0.148,0.125,0.025,중
KOSDAQ,240600,52,-0.205,0.454,-0.177,-0.114,하
KOSDAQ,240810,52,-0.09,0.233,0.072,0.072,하
KOSDAQ,241520,52,-0.143,-0.026,-0.214,0.062,하
KOSDAQ,241690,52,-0.048,0.191,-0.009,0.116,중
KOSDAQ,241710,52,-0.205,-0.141,-0.002,-0.09,하
KOSDAQ,241770,52,0.439,0.058,-0.034,0.102,상
KOSDAQ,241790,52,-0.144,0.243,0.12,-0.076,하
KOSDAQ,241820,0,,,,,
KOSDAQ,241840,52,0.357,-0.09,-0.048,0.036,상
KOSDAQ,242040,52,0.145,0.066,-0.205,-0.08,중
KOSDAQ,243070,52,0.254,0.099,0.099,-0.237,상
KOSDAQ,243840,52,-0.171,-0.085,-0.18,-0.17,하
KOSDAQ,244460,0,,,,,
KOSDAQ,245620,0,,,,,
KOSDAQ,246250,0,,,,,
KOSDAQ,246690,49,-0.386,0.102,0.026,-0.125,하
KOSDAQ,246710,52,0.153,0.039,-0.093,-0.167,중
KOSDAQ,246720,36,0.652,-0.257,0.034,-0.008,
KOSDAQ,246960,52,-0.009,0.018,-0.187,-0.198,중
KOSDAQ,247540,52,0.708,-0.252,-0.118,-0.145,상
KOSDAQ,247660,52,0.187,0.111,-0.274,0.112,상
KOSDAQ,250000,52,0.221,-0.01,-0.059,-0.125,상
KOSDAQ,250060,52,0.025,-0.245,0.032,-0.359,중
KOSDAQ,250930,50,-0.327,0.356,-0.011,-0.218,하
KOSDAQ,251120,52,-0.035,0.038,-0.119,0.071,중
KOSDAQ,251370,52,0.052,0.12,-0.181,0.057,중
KOSDAQ,251630,52,0.107,0.017,0.026,0.001,중
KOSDAQ,251970,52,-0.274,0.222,0.072,0.129,하
KOSDAQ,252500,52,-0.279,0.061,0.019,-0.103,하
KOSDAQ,252990,52,-0.008,0.034,-0.056,0.038,중
KOSDAQ,253450,52,0.178,-0.087,0.022,0.006,중
KOSDAQ,253590,52,0.167,0.051,-0.187,0.047,중
KOSDAQ,253840,52,0.108,-0.025,-0.112,-0.027,중
KOSDAQ,254120,52,-0.158,0.153,-0.05,0.14,하
KOSDAQ,254490,52,-0.304,0.124,0.377,-0.306,하
KOSDAQ,255220,52,0.14,0.059,0.189,-0.012,중
KOSDAQ,255440,52,0.657,-0.158,-0.002,0.021,상
KOSDAQ,256150,52,0.075,0.098,0.206,0.309,중
KOSDAQ,256630,49,-0.493,0.108,0.126,0.489,하
KOSDAQ,256840,52,-0.022,-0.036,-0.134,-0.005,중
KOSDAQ,256940,52,-0.08,0.057,0.266,-0.135,하
KOSDAQ,257370,52,0.337,-0.118,-0.219,-0.052,상
KOSDAQ,257720,52,0.447,-0.069,-0.089,-0.014,상
KOSDAQ,258610,52,0.017,0.009,-0.092,-0.076,중
KOSDAQ,258790,47,-0.134,-0.187,0.01,0.355,하
KOSDAQ,258830,0,,,,,
KOSDAQ,259630,52,0.067,0.21,-0.267,0.033,중
KOSDAQ,260660,52,-0.329,0.223,-0.065,0.034,하
KOSDAQ,260930,52,0.037,0.119,0.029,0.084,중
KOSDAQ,260970,52,-0.346,-0.027,-0.075,0.017,하
KOSDAQ,261200,52,0.06,-0.188,-0.112,0.154,중
KOSDAQ,261520,31,-0.281,0.254,-0.011,-0.155,
KOSDAQ,261780,52,0.022,0.017,0.115,-0.12,중
KOSDAQ,262260,52,0.354,0.108,0.027,-0.211,상
KOSDAQ,262840,50,-0.245,0.193,-0.124,0.106,하
KOSDAQ,263020,52,-0.373,-0.028,-0.163,0.163,하
KOSDAQ,263050,29,0.179,0.31,0.438,-0.177,
KOSDAQ,263600,52,0.376,0.205,-0.082,0.059,상
KOSDAQ,263690,52,0.102,-0.137,-0.129,0.013,중
KOSDAQ,263700,52,-0.437,-0.014,-0.125,0.233,하
KOSDAQ,263720,52,0.14,-0.032,-0.287,0.123,중
KOSDAQ,263750,52,0.104,-0.036,-0.028,-0.073,중
KOSDAQ,263770,52,0.039,0.089,-0.067,-0.106,중
KOSDAQ,263800,52,-0.354,0.093,-0.077,-0.055,하
KOSDAQ,263810,52,0.11,0.061,0.036,0.171,중
KOSDAQ,263860,52,-0.201,-0.111,-0.055,-0.052,하
KOSDAQ,263920,49,-0.031,-0.122,0.164,0.214,중
KOSDAQ,264450,52,-0.103,0.175,-0.107,0.262,하
KOSDAQ,264660,52,0.307,0.157,0.162,0.134,상
KOSDAQ,264850,52,-0.015,0.115,0.039,0.053,중
KOSDAQ,265520,52,0.374,-0.086,-0.012,-0.109,상
KOSDAQ,265560,52,-0.055,0.169,-0.09,0.035,중
KOSDAQ,265740,52,0.51,0.223,-0.5,0.147,상
KOSDAQ,267320,52,0.016,-0.178,-0.026,-0.013,중
KOSDAQ,267790,52,0.066,-0.103,-0.029,-0.148,중
KOSDAQ,267980,52,0.31,-0.05,-0.169,-0.064,상
KOSDAQ,269620,0,,,,,
KOSDAQ,270520,50,-0.105,-0.026,-0.157,-0.11,하
KOSDAQ,270660,52,0.187,0.278,-0.146,-0.024,상
KOSDAQ,270870,52,0.198,0.256,-0.136,0.108,상
KOSDAQ,271830,52,-0.652,0.076,0.121,-0.109,하
KOSDAQ,272110,52,0.329,0.122,0.15,-0.094,상
KOSDAQ,272290,52,0.012,-0.144,-0.246,-0.075,중
KOSDAQ,273060,52,0.067,0.085,-0.02,-0.012,중
KOSDAQ,273640,52,-0.155,-0.19,-0.342,0.119,하
KOSDAQ,274090,52,-0.191,0.003,-0.021,-0.113,하
KOSDAQ,274400,52,0.054,0.023,0.222,-0.176,중
KOSDAQ,275630,52,-0.046,0.172,0.029,-0.257,중
KOSDAQ,276040,38,-0.27,0.155,-0.068,0.08,
KOSDAQ,276730,49,-0.499,0.031,-0.052,-0.062,하
KOSDAQ,277070,52,-0.149,0.045,-0.166,0.058,하
KOSDAQ,277410,49,-0.127,0.029,-0.167,0.22,하
KOSDAQ,277810,52,0.528,-0.083,-0.058,0.126,상
KOSDAQ,277880,52,0.233,0.07,0.045,-0.058,상
KOSDAQ,278280,52,0.044,0.149,-0.126,-0.026,중
KOSDAQ,278650,49,-0.215,0.094,-0.012,-0.096,하
KOSDAQ,279600,52,-0.267,0.289,-0.027,-0.079,하
KOSDAQ,281740,52,0.124,-0.119,-0.31,-0.102,중
KOSDAQ,282720,52,0.329,-0.157,0.153,0.253,상
KOSDAQ,282880,52,-0.018,-0.175,0.162,-0.086,중
KOSDAQ,284620,4,0.959,-0.279,-0.658,,
KOSDAQ,285490,52,-0.149,-0.01,-0.128,0.032,하
KOSDAQ,285800,52,-0.299,-0.078,-0.053,0.19,하
KOSDAQ,286750,52,0.028,-0.091,0.159,0.047,중
KOSDAQ,287840,52,-0.08,-0.107,0.067,-0.127,하
KOSDAQ,288180,8,-0.094,0.666,-0.131,0.021,
KOSDAQ,288330,38,-0.066,-0.177,-0.06,-0.321,
KOSDAQ,288620,52,0.497,-0.07,0.059,0.032,상
KOSDAQ,288980,52,-0.116,-0.228,-0.017,0.124,하
KOSDAQ,289010,52,-0.06,0.044,-0.195,0.12,중
KOSDAQ,289080,52,0.033,-0.354,-0.257,-0.159,중
KOSDAQ,289220,52,0.033,0.265,0.038,-0.011,중
KOSDAQ,289930,52,0.508,0.37,0.024,0.102,상
KOSDAQ,290090,52,0.117,0.104,0.241,0.093,중
KOSDAQ,290120,52,0.368,0.048,-0.081,0.327,상
KOSDAQ,290270,52,0.54,-0.038,0.119,-0.24,상
KOSDAQ,290380,2,1.0,,,,
KOSDAQ,290520,52,-0.177,-0.119,0.067,0.057,하
KOSDAQ,290550,52,0.021,0.029,0.085,-0.004,중
KOSDAQ,290560,49,0.448,0.027,-0.008,-0.059,상
KOSDAQ,290650,52,0.545,0.151,0.126,-0.336,상
KOSDAQ,290660,50,0.025,0.066,0.11,0.049,중
KOSDAQ,290670,52,0.178,0.182,0.048,0.265,중
KOSDAQ,290690,52,0.465,-0.214,0.069,0.04,상
KOSDAQ,290720,52,-0.047,0.258,-0.127,-0.282,중
KOSDAQ,290740,52,-0.141,0.151,-0.105,-0.103,하
KOSDAQ,291230,52,-0.345,0.311,-0.175,0.151,하
KOSDAQ,291650,52,0.119,-0.025,-0.162,0.029,중
KOSDAQ,291810,52,-0.511,-0.057,0.011,-0.211,하
KOSDAQ,293490,52,0.585,-0.044,-0.261,0.095,상
KOSDAQ,293580,52,-0.193,0.07,-0.168,0.036,하
KOSDAQ,293780,52,0.529,-0.084,0.224,-0.031,상
KOSDAQ,294090,0,,,,,
KOSDAQ,294140,52,0.233,-0.012,-0.156,-0.036,상
KOSDAQ,294570,52,-0.115,0.115,-0.059,0.026,하
KOSDAQ,294630,52,0.222,-0.086,0.006,-0.006,상
KOSDAQ,295310,52,-0.022,0.297,-0.027,0.079,중
KOSDAQ,296640,52,0.361,0.233,-0.033,-0.125,상
KOSDAQ,297090,52,0.579,-0.102,0.157,0.249,상
KOSDAQ,297570,52,0.12,0.038,0.053,0.09,중
KOSDAQ,297890,52,0.486,0.038,-0.13,0.147,상
KOSDAQ,298060,49,-0.481,0.293,0.003,0.071,하
KOSDAQ,298380,52,0.143,-0.041,0.044,0.011,중
KOSDAQ,298540,52,0.596,0.175,0.109,-0.216,상
KOSDAQ,298830,52,-0.142,-0.055,-0.059,0.04,하
KOSDAQ,299030,52,0.575,0.085,0.028,-0.073,상
KOSDAQ,299170,52,0.168,0.145,-0.204,0.032,중
KOSDAQ,299660,52,-0.279,0.013,0.046,0.078,하
KOSDAQ,299900,51,0.324,0.164,0.138,-0.147,상
KOSDAQ,300080,52,0.292,0.092,0.066,0.033,상
KOSDAQ,300120,52,0.127,0.305,0.035,0.045,중
KOSDAQ,301300,52,-0.609,0.238,-0.01,0.191,하
KOSDAQ,302430,52,0.303,0.244,-0.144,-0.111,상
KOSDAQ,302550,52,-0.13,0.195,0.047,-0.05,하
KOSDAQ,303030,50,-0.456,0.044,-0.174,0.147,하
KOSDAQ,303360,52,0.17,0.12,0.026,-0.01,중
KOSDAQ,303530,52,-0.367,0.238,0.023,0.054,하
KOSDAQ,303810,52,0.697,-0.281,-0.322,-0.29,상
KOSDAQ,304100,52,-0.097,0.0,-0.251,-0.001,하
KOSDAQ,304360,52,0.374,0.118,0.042,-0.189,상
KOSDAQ,304840,52,-0.261,-0.081,-0.126,0.161,하
KOSDAQ,305090,52,-0.409,-0.159,-0.345,-0.187,하
KOSDAQ,306040,52,-0.404,-0.043,-0.029,-0.016,하
KOSDAQ,306620,52,0.246,0.001,0.191,0.083,상
KOSDAQ,307180,52,0.237,0.015,0.228,-0.198,상
KOSDAQ,307280,52,0.136,0.044,0.108,0.018,중
KOSDAQ,307750,52,-0.303,0.188,0.172,0.055,하
KOSDAQ,307870,52,0.096,0.036,0.046,-0.185,중
KOSDAQ,307930,52,0.104,-0.309,0.125,0.158,중
KOSDAQ,308080,52,-0.272,0.048,-0.03,-0.071,하
KOSDAQ,308100,52,-0.193,0.172,0.05,0.088,하
KOSDAQ,308430,52,0.409,0.214,-0.152,0.08,상
KOSDAQ,309710,34,-0.248,-0.082,0.026,0.054,
KOSDAQ,309930,50,-0.005,0.033,-0.15,-0.245,중
KOSDAQ,309960,52,0.122,0.066,0.087,0.033,중
KOSDAQ,310200,52,0.025,0.263,0.209,0.094,중
KOSDAQ,310210,52,-0.165,0.244,0.12,-0.255,하
KOSDAQ,310870,52,0.335,-0.227,-0.107,0.159,상
KOSDAQ,311320,52,0.325,-0.019,0.282,-0.091,상
KOSDAQ,311390,52,0.245,0.087,0.169,0.011,상
KOSDAQ,311690,52,0.296,-0.114,-0.162,0.055,상
KOSDAQ,312610,52,-0.449,0.153,-0.318,-0.201,하
KOSDAQ,313760,37,-0.527,0.354,0.225,-0.141,
KOSDAQ,314130,52,0.076,0.184,-0.178,-0.17,중
KOSDAQ,314140,52,0.147,-0.174,0.098,-0.116,중
KOSDAQ,314930,52,0.628,-0.089,-0.257,0.041,상
KOSDAQ,315640,52,0.025,-0.123,-0.087,0.142,중
KOSDAQ,317120,52,-0.246,0.039,-0.089,-0.031,하
KOSDAQ,317240,50,-0.312,0.36,0.038,-0.009,하
KOSDAQ,317330,52,0.342,-0.152,0.027,-0.109,상
KOSDAQ,317530,52,-0.154,-0.032,-0.049,0.308,하
KOSDAQ,317690,52,0.354,0.059,0.11,-0.148,상
KOSDAQ,317770,52,-0.154,-0.051,0.2,0.064,하
KOSDAQ,317830,52,0.022,-0.134,-0.071,0.167,중
KOSDAQ,317850,52,-0.146,-0.073,-0.025,-0.045,하
KOSDAQ,317870,52,0.215,0.116,-0.03,-0.469,상
KOSDAQ,318000,52,-0.012,0.009,0.02,0.045,중
KOSDAQ,318010,52,0.161,-0.152,0.08,-0.025,중
KOSDAQ,318020,52,0.306,0.062,0.039,0.117,상
KOSDAQ,318060,46,0.211,0.061,0.109,0.037,상
KOSDAQ,318160,52,0.671,-0.161,0.131,0.123,상
KOSDAQ,318410,52,0.152,-0.169,-0.083,0.185,중
KOSDAQ,319400,52,-0.008,0.058,0.047,-0.218,중
KOSDAQ,319660,52,-0.129,0.136,-0.009,-0.19,하
KOSDAQ,320000,50,-0.04,-0.018,0.094,0.121,중
KOSDAQ,321260,52,-0.385,-0.281,-0.276,0.092,하
KOSDAQ,321370,49,-0.062,0.067,0.082,-0.093,중
KOSDAQ,321550,52,-0.02,-0.007,0.017,0.362,중
KOSDAQ,321820,52,0.057,0.392,0.158,0.139,중
KOSDAQ,322180,52,0.419,-0.01,-0.11,0.036,상
KOSDAQ,322310,52,0.253,-0.215,0.007,-0.037,상
KOSDAQ,322510,52,-0.244,0.169,-0.063,-0.189,하
KOSDAQ,322780,49,-0.144,-0.161,-0.066,0.047,하
KOSDAQ,323280,52,0.271,-0.16,-0.074,0.099,상
KOSDAQ,323350,52,0.554,0.152,-0.104,0.012,상
KOSDAQ,323990,52,0.305,-0.033,-0.102,0.084,상
KOSDAQ,327260,52,0.087,-0.207,-0.106,-0.139,중
KOSDAQ,328130,52,0.57,0.03,-0.091,0.032,상
KOSDAQ,328380,49,-0.114,0.336,0.115,0.096,하
KOSDAQ,330350,52,-0.479,0.166,-0.015,0.141,하
KOSDAQ,330730,52,0.696,-0.05,-0.052,-0.058,상
KOSDAQ,330860,52,0.129,-0.093,0.004,0.032,중
KOSDAQ,331380,52,0.486,-0.016,-0.079,0.179,상
KOSDAQ,331520,50,-0.215,0.288,0.311,-0.001,하
KOSDAQ,331740,52,0.399,0.012,0.197,-0.003,상
KOSDAQ,331920,52,0.298,0.372,0.099,-0.333,상
KOSDAQ,332290,52,0.153,0.057,-0.041,-0.324,중
KOSDAQ,332370,52,0.165,0.05,0.035,0.175,중
KOSDAQ,332570,52,-0.038,-0.072,0.259,0.005,중
KOSDAQ,333050,49,0.044,-0.076,-0.144,0.12,중
KOSDAQ,333430,52,0.243,0.072,-0.299,0.003,상
KOSDAQ,333620,52,0.258,-0.095,0.262,0.029,상
KOSDAQ,334970,52,0.37,-0.011,-0.112,-0.131,상
KOSDAQ,335810,52,0.498,0.176,0.043,-0.023,상
KOSDAQ,335870,52,-0.351,0.017,0.018,0.026,하
KOSDAQ,335890,18,0.078,-0.068,0.09,-0.119,
KOSDAQ,336060,51,0.448,0.183,-0.041,-0.111,상
KOSDAQ,336570,52,0.148,-0.234,-0.233,0.087,중
KOSDAQ,336680,52,0.193,-0.097,-0.142,0.149,상
KOSDAQ,337930,52,0.037,0.011,0.11,-0.209,중
KOSDAQ,338220,52,0.546,0.003,-0.233,0.115,상
KOSDAQ,338840,52,0.34,-0.088,0.021,-0.079,상
KOSDAQ,339950,52,0.487,-0.077,-0.105,0.376,상
KOSDAQ,340360,52,0.132,-0.071,0.11,0.145,중
KOSDAQ,340440,52,0.029,-0.186,-0.108,-0.189,중
KOSDAQ,340450,52,0.453,0.375,0.023,-0.209,상
KOSDAQ,340570,52,0.113,-0.013,-0.188,-0.015,중
KOSDAQ,340810,52,0.106,0.09,-0.332,0.186,중
KOSDAQ,340930,37,-0.109,-0.136,0.205,0.081,
KOSDAQ,342870,44,-0.036,0.092,-0.022,0.083,중
KOSDAQ,344860,52,0.011,-0.003,-0.152,0.136,중
KOSDAQ,347000,52,-0.265,0.049,0.004,0.389,하
KOSDAQ,347700,52,-0.043,0.22,0.318,0.138,중
KOSDAQ,347740,52,-0.068,0.079,0.082,0.058,중
KOSDAQ,347770,52,0.021,0.028,-0.012,-0.131,중
KOSDAQ,347850,52,0.417,0.01,-0.281,-0.064,상
KOSDAQ,347860,52,0.415,0.209,-0.007,-0.122,상
KOSDAQ,347890,52,0.258,-0.155,0.013,0.052,상
KOSDAQ,348030,52,0.238,-0.137,-0.225,-0.231,상
KOSDAQ,348080,50,0.002,0.153,0.027,0.004,중
KOSDAQ,348150,52,-0.421,0.03,0.121,-0.053,하
KOSDAQ,348210,52,-0.165,-0.285,-0.206,-0.244,하
KOSDAQ,348340,52,0.115,0.041,0.002,0.031,중
KOSDAQ,348350,52,0.099,0.013,-0.043,-0.309,중
KOSDAQ,348370,52,0.187,0.019,0.139,-0.086,상
KOSDAQ,351320,52,0.393,0.025,0.06,-0.048,상
KOSDAQ,351330,52,0.033,0.078,-0.131,0.173,중
KOSDAQ,351870,52,0.059,0.001,-0.152,0.062,중
KOSDAQ,352090,52,0.462,0.086,-0.009,-0.104,상
KOSDAQ,352480,52,-0.178,0.312,-0.066,0.273,하
KOSDAQ,352700,52,0.255,0.308,0.133,-0.118,상
KOSDAQ,352770,0,,,,,
KOSDAQ,352910,52,-0.286,0.042,-0.123,-0.053,하
KOSDAQ,352940,52,-0.125,0.07,0.324,0.119,하
KOSDAQ,353190,49,-0.01,-0.108,0.186,-0.066,중
KOSDAQ,353590,52,0.112,-0.026,0.079,0.036,중
KOSDAQ,353810,52,0.603,0.014,0.027,-0.101,상
KOSDAQ,354200,50,-0.067,0.1,-0.128,0.025,중
KOSDAQ,354320,52,-0.485,-0.124,-0.123,-0.113,하
KOSDAQ,355150,52,0.15,-0.136,-0.285,0.065,중
KOSDAQ,355390,52,-0.371,-0.097,0.013,0.075,하
KOSDAQ,355690,52,0.285,0.061,-0.181,0.233,상
KOSDAQ,356680,52,0.363,-0.193,-0.089,-0.02,상
KOSDAQ,356860,52,0.452,0.113,0.093,0.122,상
KOSDAQ,356890,52,-0.182,-0.002,-0.011,0.249,하
KOSDAQ,357230,52,-0.013,0.186,-0.13,-0.059,중
KOSDAQ,357550,52,0.076,0.186,-0.067,-0.134,중
KOSDAQ,357580,52,-0.424,-0.054,-0.058,0.013,하
KOSDAQ,357780,52,-0.463,-0.001,-0.133,-0.162,하
KOSDAQ,357880,52,-0.07,0.236,0.089,-0.304,중
KOSDAQ,358570,52,-0.019,0.251,0.119,0.072,중
KOSDAQ,359090,49,-0.298,-0.129,0.041,0.175,하
KOSDAQ,360070,52,0.457,-0.031,-0.157,0.028,상
KOSDAQ,360350,52,0.201,0.481,0.272,0.041,상
KOSDAQ,361390,52,0.004,0.096,0.029,-0.292,중
KOSDAQ,361570,52,0.389,-0.136,-0.081,0.1,상
KOSDAQ,361670,52,-0.166,0.092,-0.263,0.121,하
KOSDAQ,362320,52,0.035,0.105,-0.039,0.144,중
KOSDAQ,362990,52,0.233,-0.042,-0.204,-0.035,상
KOSDAQ,363250,52,0.379,0.207,0.288,0.098,상
KOSDAQ,363260,52,-0.206,0.152,-0.199,0.135,하
KOSDAQ,364950,52,-0.001,0.079,0.107,0.063,중
KOSDAQ,365270,52,0.129,0.161,0.002,0.031,중
KOSDAQ,365330,52,-0.185,0.097,-0.129,0.074,하
KOSDAQ,365340,52,0.004,-0.096,-0.29,-0.162,중
KOSDAQ,365590,49,-0.113,0.236,-0.15,-0.627,하
KOSDAQ,365660,1,,,,,
KOSDAQ,365900,52,0.146,-0.11,0.086,0.097,중
KOSDAQ,366030,52,0.383,0.087,-0.239,-0.28,상
KOSDAQ,367000,52,-0.175,0.074,-0.22,0.07,하
KOSDAQ,368600,52,-0.242,-0.038,-0.038,-0.092,하
KOSDAQ,368770,52,-0.003,0.124,0.163,0.158,중
KOSDAQ,368970,49,-0.206,0.127,-0.038,0.073,하
KOSDAQ,369370,52,-0.653,0.616,-0.013,0.069,하
KOSDAQ,370090,52,0.073,-0.118,0.014,0.097,중
KOSDAQ,371950,52,-0.129,0.386,-0.419,-0.251,하
KOSDAQ,372170,52,0.493,0.202,-0.111,-0.118,상
KOSDAQ,372320,52,0.348,-0.259,-0.023,0.131,상
KOSDAQ,372800,52,-0.055,-0.002,-0.048,0.038,중
KOSDAQ,373110,52,0.027,0.045,-0.067,0.106,중
KOSDAQ,373160,52,0.333,0.03,0.197,-0.033,상
KOSDAQ,373170,52,-0.027,-0.193,0.191,0.059,중
KOSDAQ,373200,49,-0.037,0.285,-0.193,0.361,중
KOSDAQ,376180,52,-0.05,-0.103,0.154,0.09,중
KOSDAQ,376270,52,0.475,0.192,-0.09,-0.209,상
KOSDAQ,376290,52,-0.185,-0.225,-0.019,-0.135,하
KOSDAQ,376300,52,-0.354,0.12,0.252,0.041,하
KOSDAQ,376900,52,0.12,0.168,0.135,-0.095,중
KOSDAQ,376930,52,-0.152,0.175,-0.2,-0.164,하
KOSDAQ,376980,52,0.08,0.321,-0.234,-0.031,중
KOSDAQ,377030,50,-0.132,-0.016,0.027,0.06,하
KOSDAQ,377220,52,0.124,0.158,-0.059,-0.051,중
KOSDAQ,377330,52,-0.111,0.221,0.165,0.13,하
KOSDAQ,377450,52,0.241,0.073,-0.289,-0.176,상
KOSDAQ,377460,0,,,,,
KOSDAQ,377480,52,-0.018,0.102,0.023,-0.021,중
KOSDAQ,378340,52,-0.274,0.151,-0.156,0.038,하
KOSDAQ,378800,52,-0.055,0.132,0.078,0.135,중
KOSDAQ,380540,36,0.489,0.0,0.256,-0.005,
KOSDAQ,380550,51,0.132,0.292,-0.168,-0.131,중
KOSDAQ,381620,52,-0.064,-0.344,0.09,0.127,중
KOSDAQ,382150,52,-0.414,0.114,-0.119,0.036,하
KOSDAQ,382480,52,0.074,-0.236,-0.124,0.176,중
KOSDAQ,382800,52,-0.185,-0.249,-0.133,-0.343,하
KOSDAQ,382840,52,-0.088,0.036,-0.074,0.064,하
KOSDAQ,382900,52,0.054,-0.08,0.139,0.053,중
KOSDAQ,383310,52,0.086,0.047,-0.16,-0.121,중
KOSDAQ,383930,52,-0.122,0.239,-0.054,0.353,하
KOSDAQ,384470,52,0.304,-0.101,-0.055,0.029,상
KOSDAQ,387570,52,0.399,-0.102,-0.107,-0.191,상
KOSDAQ,387690,0,,,,,
KOSDAQ,388050,52,0.128,-0.14,-0.085,0.158,중
KOSDAQ,388210,34,0.013,0.024,-0.244,-0.226,
KOSDAQ,388610,52,0.277,0.129,0.014,0.141,상
KOSDAQ,388720,52,0.273,0.164,-0.033,0.004,상
KOSDAQ,388790,52,-0.153,0.044,-0.1,0.274,하
KOSDAQ,388870,52,-0.078,0.13,-0.24,0.045,중
KOSDAQ,389020,52,-0.047,0.299,0.01,-0.0,중
KOSDAQ,389030,52,0.328,0.238,-0.17,0.01,상
KOSDAQ,389140,52,-0.231,0.066,0.272,-0.334,하
KOSDAQ,389260,52,0.483,-0.352,0.068,-0.039,상
KOSDAQ,389470,52,0.411,-0.223,0.136,-0.068,상
KOSDAQ,389500,52,0.128,-0.011,-0.035,-0.228,중
KOSDAQ,389650,52,-0.089,-0.291,-0.048,0.005,하
KOSDAQ,389680,49,-0.451,0.107,0.219,-0.006,하
KOSDAQ,391710,52,-0.156,-0.076,0.019,0.176,하
KOSDAQ,393210,52,0.176,-0.022,-0.037,0.097,중
KOSDAQ,393890,52,0.215,0.044,-0.011,-0.092,상
KOSDAQ,393970,33,-0.058,0.311,0.053,0.035,
KOSDAQ,394280,52,0.382,0.091,0.145,-0.182,상
KOSDAQ,394420,15,0.19,0.017,0.284,0.421,
KOSDAQ,394800,52,0.384,0.247,0.145,-0.103,상
KOSDAQ,396270,52,0.251,0.281,0.036,-0.046,상
KOSDAQ,396300,52,-0.336,-0.264,-0.142,0.023,하
KOSDAQ,396470,52,0.509,0.114,0.004,0.142,상
KOSDAQ,397030,52,-0.019,-0.076,-0.201,-0.189,중
KOSDAQ,397810,47,-0.122,0.078,-0.124,0.076,하
KOSDAQ,398120,52,0.305,0.326,0.041,-0.081,상
KOSDAQ,399720,52,0.14,-0.035,0.026,0.128,중
KOSDAQ,402030,52,-0.06,-0.011,0.153,-0.073,중
KOSDAQ,402490,52,-0.05,-0.079,-0.062,-0.306,중
KOSDAQ,403490,52,-0.038,0.075,0.006,-0.073,중
KOSDAQ,403850,34,0.127,-0.149,0.004,0.015,
KOSDAQ,403870,52,0.256,-0.039,-0.176,-0.12,상
KOSDAQ,405000,52,0.546,0.283,0.174,0.048,상
KOSDAQ,405100,52,-0.005,-0.037,-0.12,0.132,중
KOSDAQ,405920,52,0.007,-0.141,0.112,0.019,중
KOSDAQ,406820,52,0.214,0.138,-0.233,0.065,상
KOSDAQ,407400,52,0.047,0.168,-0.012,0.102,중
KOSDAQ,408470,16,-0.488,0.298,-0.355,0.225,
KOSDAQ,408900,52,0.01,0.001,0.066,0.109,중
KOSDAQ,408920,52,0.34,0.045,0.067,0.055,상
KOSDAQ,411080,52,-0.283,0.137,-0.219,0.144,하
KOSDAQ,412350,52,-0.013,-0.169,0.052,0.071,중
KOSDAQ,412540,0,,,,,
KOSDAQ,413390,52,0.009,0.113,-0.237,-0.057,중
KOSDAQ,413630,52,-0.315,0.276,-0.052,-0.296,하
KOSDAQ,413640,52,-0.271,-0.2,0.054,0.097,하
KOSDAQ,415380,52,0.634,0.162,-0.145,-0.135,상
KOSDAQ,416180,52,-0.128,0.038,0.11,0.015,하
KOSDAQ,417010,52,-0.05,0.067,-0.127,-0.2,중
